Diff_X		Diff_Y		Pixels_Areas		Diff_Luminosity		TypeOfSteel		Steel_Plate_Thickness		Fault
1		1		8		5		1		69		5
1		0		11		9		1		69		5
1		1		11		5		1		69		5
1		0		8		5		1		69		5
1		0		5		4		1		69		5
2		0		7		6		1		69		5
0		0		5		8		1		150		5
1		2		12		8		1		100		5
1		1		11		6		1		100		5
3		6		19		7		1		100		5
0		0		5		5		1		100		5
2		2		12		16		1		100		5
0		0		5		6		1		100		5
1		0		5		4		1		100		5
0		4		12		6		1		100		5
1		2		11		5		1		100		5
1		2		11		6		1		100		5
1		3		13		5		1		100		5
1		1		11		9		1		100		5
2		2		14		15		1		100		5
1		1		11		6		1		100		5
0		1		9		5		1		100		5
1		1		11		8		1		100		5
0		1		6		7		1		100		5
0		1		6		7		1		120		5
1		1		11		10		1		100		5
1		2		12		12		1		80		5
1		1		8		6		1		80		5
1		1		11		6		1		80		5
1		1		11		7		1		80		5
0		2		8		5		1		80		5
1		1		11		7		1		80		5
0		1		8		4		1		80		5
0		1		6		4		1		80		5
1		1		8		7		1		80		5
0		1		7		7		1		80		5
1		1		6		7		1		80		5
2		2		13		11		1		80		5
1		1		8		7		1		80		5
1		0		8		5		1		80		5
0		1		6		5		1		80		5
1		1		11		6		1		80		5
0		0		5		7		1		80		5
0		1		3		6		1		211		5
2		0		5		5		1		211		5
1		1		11		14		1		143		5
1		1		7		6		1		143		5
1		1		11		8		1		60		5
0		0		3		6		1		100		5
0		0		3		5		1		100		5
0		0		2		5		1		100		5
0		0		4		8		1		100		5
1		3		12		4		1		70		5
0		0		6		6		1		70		5
1		1		8		9		1		70		5
1		1		11		9		1		70		5
1		1		11		4		1		70		5
0		0		5		5		1		70		5
1		1		6		7		1		70		5
1		1		6		7		1		70		5
1		1		11		7		1		70		5
0		0		5		6		1		70		5
1		1		7		8		1		70		5
1		1		6		7		1		70		5
1		1		11		4		1		70		5
1		1		11		7		1		70		5
1		0		6		5		1		70		5
1		0		5		4		1		70		5
1		1		11		9		1		70		5
1		0		5		7		1		70		5
3		3		17		24		1		70		5
0		1		6		4		1		70		5
0		0		5		5		1		70		5
1		1		9		8		1		85		5
0		1		8		9		1		85		5
1		0		7		4		1		85		5
1		1		6		4		1		85		5
0		0		5		8		1		80		5
1		1		8		8		1		80		5
1		1		11		6		1		80		5
0		0		6		8		1		80		5
1		1		7		10		1		80		5
0		1		7		10		1		80		5
0		0		5		3		0		40		5
1		1		8		7		0		40		5
1		1		11		4		0		40		5
1		1		11		8		0		50		5
0		1		8		5		0		50		5
0		0		3		2		0		50		5
1		1		6		6		0		50		5
1		4		12		6		0		40		5
3		5		21		13		0		40		5
4		9		22		12		0		40		5
1		1		11		7		0		40		5
0		1		6		5		0		40		5
1		2		12		5		0		40		5
0		1		6		5		0		40		5
1		4		13		3		0		40		5
0		1		5		3		0		40		5
0		1		8		6		0		40		5
1		1		11		8		0		40		5
1		1		9		8		0		200		5
1		2		11		6		0		40		5
1		2		11		4		0		40		5
2		5		16		8		0		40		5
2		5		21		11		0		40		5
2		4		15		12		0		40		5
15		3		28		7		0		40		5
2		2		11		3		0		40		5
0		1		6		3		0		185		5
0		1		5		4		0		185		5
1		1		9		7		0		175		5
1		3		12		7		0		175		5
1		2		12		5		0		175		5
0		1		8		6		0		175		5
1		4		12		5		0		175		5
1		1		5		5		0		175		5
0		1		6		5		0		175		5
1		3		12		5		0		175		5
6		1		13		3		0		100		5
2		0		11		4		0		100		5
2		1		11		3		0		100		5
2		1		11		5		0		100		5
2		1		11		4		0		100		5
3		1		11		4		0		100		5
4		1		12		4		0		100		5
2		1		11		4		0		100		5
1		1		11		5		0		100		5
1		2		11		10		0		100		5
1		1		11		4		0		100		5
1		4		13		14		0		100		5
1		3		12		9		0		100		5
1		2		11		8		0		50		5
1		1		11		8		0		40		5
1		1		11		4		0		120		5
2		2		13		9		0		175		5
1		1		11		4		0		40		5
1		1		12		9		0		40		5
2		1		12		8		0		40		5
1		1		11		3		0		40		5
1		1		11		8		0		40		5
1		1		11		8		0		40		5
2		3		15		10		0		40		5
7		9		23		8		0		40		5
1		2		12		11		0		40		5
1		1		11		9		0		40		5
0		1		11		8		0		40		5
1		5		14		6		0		40		5
1		1		11		11		1		120		5
1		1		11		11		1		80		5
1		1		11		9		1		80		5
3		2		14		6		1		80		5
1		1		11		7		1		80		5
1		1		11		6		1		80		5
1		2		12		11		1		80		5
1		1		11		10		1		80		5
1		1		11		15		1		80		5
4		3		15		6		1		80		5
2		1		11		7		1		80		5
1		1		11		4		1		80		5
8		11		23		13		1		80		5
11		11		24		8		1		80		5
5		7		21		6		1		80		5
4		2		15		6		1		80		5
4		3		15		35		1		80		5
3		5		17		6		1		80		5
3		5		19		8		1		80		5
3		2		15		14		1		80		5
2		2		13		5		1		80		5
2		2		12		8		1		80		5
2		2		12		5		1		80		5
1		2		12		12		1		80		5
1		1		11		12		1		70		5
1		2		12		9		1		70		5
1		1		11		13		1		70		5
1		1		11		14		1		70		5
1		1		11		12		1		70		5
2		3		13		9		1		70		5
1		1		11		11		1		70		5
1		1		11		13		1		70		5
1		1		11		13		1		70		5
1		1		11		13		1		70		5
1		1		11		9		1		70		5
1		1		11		11		1		70		5
1		1		11		9		1		70		5
1		1		11		12		1		70		5
1		1		11		14		1		70		5
1		3		12		19		1		70		5
1		1		11		10		1		70		5
1		2		12		13		1		70		5
0		3		11		8		1		70		5
1		1		11		17		1		70		5
1		2		12		14		1		70		5
1		1		11		11		1		70		5
1		1		11		9		1		70		5
2		2		14		13		1		70		5
3		2		14		7		0		40		5
0		2		11		7		0		40		5
0		1		7		5		0		40		5
0		1		6		4		0		40		5
1		1		11		10		0		40		5
0		2		11		4		0		40		5
0		1		6		3		0		40		5
0		1		5		5		0		40		5
0		1		6		3		0		40		5
1		1		12		3		0		60		5
2		1		11		7		1		80		5
1		1		11		7		1		80		5
5		1		11		7		1		80		5
2		1		11		7		1		80		5
2		1		11		5		1		80		5
2		1		11		7		1		80		5
3		0		11		7		1		80		5
1		1		11		10		1		80		5
2		1		11		8		1		80		5
2		1		11		6		1		80		5
1		1		11		6		1		80		5
2		1		11		6		1		80		5
1		1		11		8		1		80		5
1		1		11		9		1		80		5
1		2		11		10		1		80		5
1		1		11		7		1		80		5
2		2		11		8		1		80		5
1		1		11		5		1		80		5
2		1		11		6		1		80		5
2		2		11		7		1		80		5
2		1		11		7		1		80		5
2		1		11		5		1		80		5
2		1		11		5		1		80		5
2		2		11		6		1		80		5
1		3		13		8		1		80		5
3		2		12		6		1		80		5
2		1		11		8		1		80		5
1		1		11		6		1		80		5
3		2		13		5		1		80		5
1		2		11		5		1		80		5
2		2		11		6		1		80		5
1		1		11		5		1		80		5
2		1		11		6		1		80		5
2		1		11		5		1		80		5
3		1		11		6		1		80		5
3		2		12		7		1		80		5
1		3		12		7		1		80		5
6		1		13		6		1		80		5
1		2		12		7		1		80		5
3		2		13		6		1		100		5
2		1		11		5		1		100		5
1		1		11		3		0		40		5
2		3		15		7		0		40		5
1		2		11		5		0		40		5
2		4		17		10		0		40		5
2		2		13		9		0		40		5
1		1		11		6		0		40		5
1		2		11		6		0		40		5
1		1		11		5		0		40		5
1		1		11		4		0		40		5
1		1		11		5		0		40		5
1		1		11		5		0		40		5
1		1		11		5		0		40		5
1		2		12		9		0		40		5
3		3		16		10		0		40		5
3		2		15		12		0		40		5
0		3		11		7		1		70		5
1		2		11		10		1		70		5
1		1		11		11		1		80		5
1		1		11		5		1		80		5
0		2		11		10		1		80		5
1		2		13		14		1		200		5
1		1		11		9		1		200		5
1		2		12		11		1		200		5
1		2		12		16		1		200		5
1		1		11		14		1		200		5
2		4		15		11		1		200		5
1		2		11		5		1		200		5
1		2		11		5		1		200		5
2		1		12		17		1		200		5
4		5		21		15		1		200		5
1		1		11		9		0		40		6
0		11		15		6		0		70		6
2		11		22		20		0		70		6
3		11		24		28		0		70		6
2		12		22		16		0		70		6
1		2		12		10		0		70		6
1		3		13		17		0		70		6
0		0		1		5		1		143		6
11		5		25		16		0		40		6
11		6		25		17		0		40		6
0		1		6		6		1		80		6
0		2		11		7		1		80		6
0		1		11		5		1		80		6
1		4		13		7		1		80		6
1		1		11		6		1		80		6
0		3		11		4		0		120		6
0		1		11		7		0		120		6
1		5		13		9		0		175		6
0		3		11		7		0		175		6
0		2		11		4		0		40		6
1		2		12		6		0		40		6
3		13		26		27		0		40		6
1		4		12		4		0		200		6
1		11		21		10		0		200		6
0		2		11		9		0		200		6
0		2		11		8		0		200		6
1		2		11		8		0		200		6
1		1		11		9		0		200		6
1		1		11		10		0		200		6
0		1		11		6		0		200		6
0		3		11		7		0		200		6
1		2		11		4		0		200		6
0		3		12		7		0		200		6
0		2		11		6		0		200		6
1		3		13		8		0		200		6
1		2		11		7		0		200		6
0		3		11		4		0		200		6
0		2		11		4		0		200		6
0		3		11		5		0		200		6
0		2		11		8		1		100		6
0		1		9		7		1		100		6
0		1		5		5		1		70		6
0		3		8		7		1		70		6
0		2		11		7		0		90		6
1		5		13		3		0		185		6
0		11		18		6		0		185		6
0		2		11		3		0		185		6
0		5		12		5		0		185		6
1		1		11		4		0		40		6
1		2		11		4		0		40		6
1		2		11		4		0		40		6
1		2		11		4		0		40		6
1		3		11		4		0		40		6
2		1		11		4		0		40		6
1		3		12		3		0		40		6
0		2		11		4		0		40		6
1		2		11		4		0		40		6
1		1		11		3		0		40		6
1		1		11		3		0		40		6
1		4		12		6		0		40		6
1		2		11		3		0		40		6
1		3		11		4		0		40		6
2		1		11		3		0		40		6
1		1		11		4		0		40		6
1		3		11		3		0		40		6
1		4		12		5		0		40		6
1		3		12		7		0		40		6
1		3		13		3		0		40		6
0		4		12		6		0		40		6
2		2		12		4		0		40		6
1		3		12		6		0		40		6
1		4		13		3		0		40		6
1		2		12		3		0		40		6
0		1		5		7		0		40		6
1		1		11		10		0		185		6
1		1		9		9		0		175		6
1		3		12		11		0		175		6
0		1		5		5		0		100		6
1		2		13		15		0		60		6
1		3		13		9		0		60		6
0		2		11		7		0		60		6
1		2		11		10		1		200		6
11		0		18		3		0		40		6
3		0		11		3		0		200		6
12		11		21		6		0		40		6
0		0		4		4		0		50		6
3		2		13		3		0		40		6
3		1		11		5		0		40		6
11		2		21		3		0		70		6
2		2		11		3		0		70		6
6		0		11		27		0		40		6
11		0		16		8		1		80		6
1		0		2		2		0		50		6
3		4		21		14		0		40		6
11		1		15		4		0		40		6
12		1		21		5		0		40		6
11		1		19		4		0		40		6
1		0		7		3		0		40		6
2		0		6		5		1		80		6
2		0		6		4		1		80		6
1		1		7		4		1		80		6
1		0		4		6		1		80		6
2		0		5		5		1		80		6
1		0		5		4		1		80		6
1		0		7		4		1		80		6
0		0		4		6		1		80		6
1		0		5		4		1		80		6
13		1		24		10		1		100		6
16		3		31		34		1		100		6
15		3		30		12		1		100		6
4		1		13		5		1		100		6
14		2		26		9		1		100		6
11		1		19		7		1		100		6
12		1		21		7		1		100		6
21		3		35		14		1		100		6
12		1		21		8		1		100		6
9		0		13		4		0		40		6
5		0		11		5		0		40		6
11		1		15		4		0		40		6
11		0		13		4		0		40		6
4		0		11		3		0		40		6
4		0		12		4		0		40		6
14		1		23		7		0		40		6
7		0		12		3		0		40		6
5		0		11		3		0		40		6
2		0		11		3		0		40		6
3		0		11		3		0		40		6
0		1		5		3		0		40		6
3		7		21		11		0		40		6
2		4		16		16		0		40		6
2		4		15		2		0		40		6
6		11		22		4		0		40		6
2		1		11		5		0		40		6
1		1		11		6		1		80		6
1		1		11		4		0		185		6
1		1		11		8		0		185		6
1		1		11		5		0		40		6
0		1		6		6		1		80		6
1		0		6		4		1		80		6
1		0		6		7		1		80		6
0		0		6		5		1		70		6
0		0		4		6		1		70		6
0		0		3		4		1		70		6
0		1		6		8		1		70		6
1		1		8		9		1		100		6
1		1		7		8		1		100		6
0		1		8		5		1		100		6
0		0		5		5		1		100		6
1		0		4		5		1		100		6
1		0		5		5		1		100		6
1		2		11		9		1		50		6
1		2		12		9		1		50		6
1		1		11		12		0		50		6
1		1		11		3		1		70		6
1		0		6		6		1		70		6
1		1		11		3		1		70		6
1		2		12		8		1		70		6
0		1		6		8		1		70		6
1		1		9		11		1		70		6
1		1		7		7		1		70		6
1		1		11		4		1		70		6
1		3		12		5		1		70		6
1		0		5		7		1		70		6
1		1		8		6		1		70		6
1		1		12		15		1		69		6
1		1		11		12		1		69		6
1		0		6		9		1		150		6
0		0		3		6		1		150		6
1		1		9		12		1		150		6
1		1		11		5		1		150		6
1		1		11		15		1		150		6
0		1		7		10		1		100		6
2		2		14		20		1		100		6
0		1		5		6		1		100		6
1		1		11		8		1		100		6
1		1		11		10		1		100		6
4		4		21		16		1		80		6
1		0		6		8		1		80		6
1		1		11		6		1		80		6
1		1		11		8		1		80		6
3		6		21		15		1		80		6
1		1		8		11		1		100		6
1		0		6		8		1		100		6
0		1		6		8		1		70		6
1		1		11		6		0		40		6
2		3		14		6		0		40		6
1		1		11		4		0		40		6
0		0		5		6		0		175		6
1		1		8		4		0		120		6
0		0		5		5		0		40		6
1		1		11		30		0		40		6
0		1		5		4		0		70		6
0		1		9		4		0		40		6
1		2		11		7		0		40		6
2		3		15		9		0		40		6
2		2		14		21		0		40		6
1		1		11		11		1		80		6
1		1		7		7		0		60		6
1		1		8		7		0		60		6
1		1		11		5		0		60		6
1		0		7		6		0		60		6
0		0		3		4		0		60		6
0		1		7		6		0		60		6
0		0		5		6		0		60		6
3		3		16		14		1		80		6
1		1		11		3		0		40		6
1		1		11		6		0		40		6
1		1		11		5		0		40		6
1		2		11		6		0		40		6
2		1		13		9		0		40		6
1		1		11		11		1		200		6
2		6		14		4		0		300		6
4		9		21		5		0		300		6
1		4		13		4		0		300		6
1		3		12		4		0		300		6
2		6		17		4		0		300		6
1		4		12		3		0		300		6
1		3		13		2		0		300		6
1		2		12		6		0		300		6
2		5		17		6		0		300		6
1		2		11		4		0		300		6
1		2		11		5		0		300		6
2		6		17		9		0		300		6
1		4		14		5		0		300		6
2		5		15		15		0		300		6
1		2		11		5		0		300		6
1		4		13		15		0		300		6
1		4		13		6		0		300		6
1		1		11		5		0		300		6
1		2		12		8		0		300		6
2		7		18		6		0		300		6
1		2		11		4		0		300		6
2		4		14		6		0		300		6
1		5		15		6		0		300		6
3		8		21		16		0		300		6
3		11		22		6		0		300		6
4		13		24		7		0		300		6
6		12		26		9		0		300		6
1		2		11		4		0		120		6
1		4		12		4		0		120		6
2		5		14		4		0		120		6
1		1		8		3		0		70		6
1		1		9		3		0		70		6
2		11		21		4		0		70		6
1		1		8		5		0		70		6
1		2		11		4		0		70		6
0		2		11		4		0		40		6
1		2		12		5		0		40		6
3		12		22		5		0		40		6
0		6		13		16		1		80		6
1		3		13		12		0		50		6
0		1		11		13		0		50		6
0		2		11		10		0		50		6
1		12		21		23		0		70		6
0		5		11		12		0		70		6
1		5		12		16		0		70		6
3		12		23		26		0		70		6
1		5		13		16		0		70		6
1		4		12		4		0		70		6
0		1		11		5		0		50		6
1		3		12		3		0		70		6
4		12		25		20		0		50		6
0		1		5		7		1		60		6
1		2		12		6		1		60		6
1		4		14		4		1		70		6
2		4		16		7		1		70		6
0		1		9		8		1		70		6
6		12		26		11		1		70		6
2		2		12		5		1		69		6
1		0		5		5		1		69		6
2		0		8		8		1		143		6
1		1		11		4		0		180		6
2		0		9		3		0		40		6
1		2		12		8		0		40		6
1		0		5		2		0		40		6
7		12		23		10		0		40		6
3		1		12		4		0		40		6
1		1		8		3		0		40		6
1		1		11		4		0		40		6
1		2		11		11		0		40		6
0		1		6		6		0		40		6
0		1		9		5		0		40		6
2		0		7		4		0		40		6
0		1		5		5		0		40		6
0		1		6		5		0		40		6
0		3		11		4		0		40		6
0		2		8		3		0		40		6
0		3		7		4		0		40		6
4		0		8		26		0		40		6
3		0		7		9		0		40		6
2		0		8		3		1		100		6
1		2		11		3		1		100		6
0		0		1		4		1		100		6
1		0		3		3		0		180		6
3		1		11		3		0		50		6
1		1		9		4		1		50		6
4		3		18		6		1		80		6
11		6		21		27		1		80		6
1		3		13		10		1		150		6
1		11		18		9		1		150		6
1		2		11		4		1		80		6
1		1		11		5		1		80		6
1		1		11		9		1		80		6
1		1		11		9		1		80		6
0		2		11		8		1		80		6
2		13		23		11		1		80		6
2		11		21		6		1		80		6
1		11		17		7		1		80		6
2		11		21		8		1		80		6
1		11		18		9		1		80		6
0		11		17		5		1		80		6
1		11		19		9		1		80		6
1		11		21		8		1		80		6
1		11		19		9		1		80		6
1		11		17		8		1		80		6
1		11		18		7		1		80		6
1		0		6		4		1		80		6
0		4		11		7		1		80		6
1		1		5		3		1		100		6
2		2		13		6		1		100		6
1		3		13		19		0		150		6
2		3		13		5		0		200		6
0		3		11		5		0		200		6
1		2		12		9		0		40		6
11		14		57		23		0		40		6
2		2		12		3		0		70		6
3		5		21		8		0		70		6
2		9		21		5		0		70		6
0		2		11		3		0		70		6
1		11		17		7		0		70		6
1		5		14		4		0		70		6
1		2		11		3		0		70		6
1		3		12		4		0		70		6
1		7		17		8		1		100		6
6		3		21		5		0		300		6
1		2		11		6		0		250		6
1		1		11		13		0		40		6
3		5		21		10		1		80		6
0		1		6		5		1		60		6
1		1		11		3		1		70		6
0		1		6		7		1		70		6
1		2		11		7		1		70		6
0		1		7		5		1		70		6
1		1		11		7		1		70		6
1		1		11		13		1		70		6
11		2		22		18		1		70		6
2		2		12		3		1		70		6
1		1		7		3		1		70		6
2		0		7		4		1		70		6
11		9		26		21		1		70		6
1		0		8		5		1		70		6
1		1		7		7		1		70		6
1		1		7		6		1		70		6
1		3		12		7		1		70		6
2		0		8		4		1		70		6
1		1		8		6		1		70		6
1		4		14		5		1		70		6
1		1		11		4		1		70		6
0		0		5		6		1		70		6
2		1		11		7		1		70		6
0		1		5		5		1		70		6
0		1		7		5		1		100		6
1		2		11		10		1		100		6
1		1		8		5		1		100		6
1		0		5		5		1		100		6
1		1		7		4		1		120		6
0		1		7		8		1		80		6
1		1		8		5		1		80		6
1		1		11		6		1		80		6
5		5		17		13		1		80		6
0		0		5		7		1		70		6
1		1		8		4		1		70		6
1		2		11		5		0		40		6
1		1		11		4		0		40		6
0		1		4		2		0		40		6
0		1		6		7		0		40		6
0		1		4		3		0		40		6
1		4		12		9		0		40		6
2		6		16		12		0		40		6
0		1		4		5		0		130		6
0		0		2		2		0		130		6
0		1		8		3		0		130		6
0		1		6		5		0		130		6
1		2		13		10		0		130		6
1		2		11		11		0		40		6
1		3		14		9		0		40		6
0		0		5		3		0		185		6
0		2		7		4		0		175		6
1		2		12		3		0		70		6
5		2		13		4		0		70		6
1		3		12		8		0		70		6
0		1		6		4		0		70		6
1		1		11		11		0		40		6
1		1		11		9		1		80		6
0		2		11		5		0		40		6
0		2		11		6		1		200		6
1		1		11		10		1		200		6
1		1		11		12		1		200		6
6		2		19		21		1		200		6
1		2		11		9		1		200		6
12		13		39		17		1		200		6
1		3		12		7		1		200		6
2		1		12		7		1		200		6
2		2		12		9		1		200		6
2		2		12		6		1		200		6
0		6		12		3		0		70		6
0		3		11		5		0		40		6
1		1		7		6		1		100		6
7		5		21		7		1		69		6
2		0		6		3		1		69		6
1		1		6		4		1		69		6
4		1		12		4		0		70		6
3		11		21		7		1		100		6
1		4		12		4		0		40		6
1		1		9		3		0		40		6
6		12		23		6		0		200		6
3		11		22		7		0		200		6
2		11		21		5		0		200		6
1		0		5		3		0		200		6
1		0		6		4		0		200		6
3		11		22		9		0		200		6
1		0		6		3		0		200		6
7		12		28		10		0		200		6
1		0		6		5		0		200		6
2		11		21		7		0		200		6
0		11		21		12		0		200		6
7		11		26		8		0		200		6
1		1		11		3		0		200		6
1		7		14		4		0		200		6
0		2		11		3		0		220		6
2		7		19		4		0		220		6
1		6		14		4		0		220		6
1		7		15		4		0		220		6
1		2		11		3		0		220		6
2		6		15		3		0		220		6
2		8		19		5		0		220		6
2		11		21		5		0		220		6
2		8		21		4		0		220		6
2		11		21		6		0		220		6
2		12		21		6		0		220		6
4		11		23		6		0		220		6
4		11		22		6		0		220		6
2		11		21		6		0		220		6
1		0		11		3		0		70		6
3		1		11		4		0		70		6
1		1		11		4		0		140		6
1		4		13		6		0		40		6
1		1		11		3		0		40		6
2		1		11		3		0		40		6
1		1		11		3		0		40		6
1		1		11		4		0		40		6
1		2		12		5		0		40		6
2		1		12		6		0		40		6
0		2		11		4		0		40		6
1		1		11		3		0		40		6
1		1		11		3		0		40		6
1		2		12		6		0		40		6
0		2		11		5		0		40		6
1		2		11		3		0		40		6
1		2		11		3		0		40		6
1		1		11		8		0		40		6
1		1		11		3		0		40		6
1		2		12		14		0		40		6
1		1		11		3		0		40		6
1		1		11		7		0		40		6
1		1		11		3		0		40		6
1		2		11		8		0		40		6
1		1		11		3		0		40		6
1		1		11		11		0		40		6
0		4		11		8		0		40		6
2		0		6		5		1		69		6
1		1		11		6		1		100		6
2		2		12		4		0		40		6
2		2		12		2		0		40		6
2		2		13		4		0		40		6
2		1		12		4		0		40		6
2		1		11		3		0		40		6
5		2		13		8		1		300		6
0		1		5		4		1		300		6
3		1		11		4		1		100		6
3		11		22		6		0		40		6
11		11		21		4		0		40		6
1		1		6		4		1		70		6
2		7		18		5		1		70		6
1		0		5		3		1		70		6
2		6		16		6		1		70		6
1		1		8		5		1		70		6
0		1		5		4		1		70		6
0		1		6		5		1		70		6
1		1		7		4		1		70		6
2		0		7		5		1		70		6
6		2		15		5		1		70		6
0		1		8		4		1		70		6
3		2		15		8		1		70		6
1		5		14		4		0		130		6
7		2		15		5		0		175		6
3		2		12		4		0		175		6
4		2		13		5		0		175		6
2		1		12		5		0		175		6
3		2		12		3		0		50		6
2		2		12		4		0		50		6
2		1		12		4		0		50		6
1		2		12		4		0		50		6
3		3		13		4		0		50		6
3		1		12		3		0		50		6
3		2		12		4		0		50		6
2		2		13		4		0		50		6
1		1		11		4		0		40		6
1		1		11		4		0		40		6
3		4		16		6		0		40		6
3		2		12		8		0		40		6
3		2		14		6		0		40		6
4		2		13		5		0		40		6
2		1		12		4		0		40		6
9		4		21		6		0		40		6
2		6		16		4		0		40		6
2		2		12		5		0		40		6
1		1		11		4		0		40		6
1		1		11		4		0		40		6
2		1		12		6		0		40		6
1		1		11		3		0		40		6
0		1		5		4		1		100		6
1		0		5		4		1		100		6
5		4		21		6		1		100		6
0		0		6		5		1		120		6
2		13		24		20		1		120		6
0		1		8		5		1		120		6
1		0		6		6		1		120		6
0		0		3		2		0		50		6
1		1		5		7		1		300		6
1		1		5		7		1		300		6
1		1		7		7		1		300		6
1		0		7		4		1		300		6
1		1		6		4		1		300		6
0		1		7		8		1		300		6
1		0		6		4		1		300		6
0		0		5		9		1		300		6
1		1		6		7		1		300		6
1		1		9		8		1		300		6
1		0		6		4		1		100		6
2		2		12		6		1		120		6
1		2		12		14		1		143		6
1		0		3		4		0		60		6
0		2		11		6		0		175		6
3		1		11		3		0		40		6
0		1		5		3		0		40		6
1		3		13		7		1		100		6
0		1		11		6		1		100		6
0		1		3		5		1		211		6
0		1		6		4		0		130		6
0		1		8		7		0		175		6
0		2		11		5		0		100		6
0		2		11		5		0		70		6
0		11		15		7		0		40		6
1		1		9		8		1		300		6
1		1		11		9		1		300		6
1		2		11		7		1		300		6
0		2		8		4		0		200		6
1		0		3		4		0		200		6
0		0		3		3		0		200		6
1		0		4		3		0		200		6
1		1		11		3		0		200		6
0		0		3		3		0		200		6
0		1		6		3		0		200		6
0		1		4		3		0		200		6
0		1		5		3		0		200		6
0		1		3		3		0		200		6
0		0		3		3		0		200		6
2		2		13		4		0		200		6
0		2		11		4		0		100		6
1		1		11		4		0		100		6
1		1		11		5		0		100		6
1		3		12		6		0		100		6
3		0		11		4		0		100		6
0		2		11		4		0		100		6
0		2		11		3		0		100		6
1		1		11		4		0		100		6
1		2		11		4		0		100		6
1		2		11		2		0		100		6
1		3		12		4		0		100		6
0		3		11		3		0		100		6
0		2		11		2		0		100		6
0		2		11		4		0		100		6
0		2		11		2		0		100		6
2		1		11		4		0		100		6
0		1		5		9		1		70		6
4		0		6		12		1		70		6
0		1		9		8		1		70		6
2		0		6		15		1		70		6
2		0		5		19		1		70		6
4		0		9		25		1		70		6
1		1		8		14		1		70		6
1		1		9		13		1		70		6
1		1		8		14		1		70		6
2		0		5		14		1		70		6
13		0		17		18		1		70		6
2		0		5		15		1		70		6
3		0		6		14		1		70		6
2		0		5		9		1		70		6
4		0		6		16		1		70		6
3		0		8		27		1		70		6
0		1		5		2		1		70		6
6		0		11		21		1		70		6
1		1		7		9		1		70		6
1		0		5		5		1		70		6
2		0		5		13		1		70		6
3		0		5		15		1		70		6
4		0		5		10		1		70		6
3		0		6		19		1		70		6
3		0		5		15		1		70		6
2		1		12		6		1		69		6
2		1		11		5		1		69		6
1		0		5		5		1		69		6
2		1		7		6		1		69		6
1		0		5		7		1		69		6
1		0		7		4		1		69		6
2		0		8		5		1		69		6
1		1		9		7		1		150		6
0		1		3		7		1		150		6
0		3		11		9		1		150		6
1		3		11		10		1		150		6
1		0		3		4		1		143		6
2		1		11		6		1		143		6
8		4		21		7		1		143		6
1		0		6		5		1		100		6
2		1		11		5		1		100		6
1		1		11		6		1		100		6
2		1		12		5		1		100		6
4		3		18		8		1		100		6
2		2		13		5		1		100		6
1		0		5		7		1		143		6
4		1		13		6		1		143		6
1		0		5		6		1		143		6
1		0		6		7		1		143		6
2		0		7		7		1		143		6
2		0		7		6		1		143		6
2		1		11		5		1		143		6
0		0		2		3		0		130		6
1		0		6		3		0		40		6
2		0		9		3		0		40		6
1		1		6		4		0		40		6
1		1		11		4		0		40		6
1		1		6		3		0		40		6
2		1		11		4		0		40		6
2		2		12		3		0		40		6
2		1		9		5		0		40		6
1		0		6		4		0		40		6
1		0		5		3		0		40		6
2		1		8		5		0		40		6
1		1		7		3		0		40		6
2		1		13		4		0		40		6
2		1		12		4		0		40		6
3		1		12		5		0		40		6
3		2		13		5		0		40		6
2		2		12		4		0		40		6
2		1		11		3		0		40		6
2		2		12		3		0		40		6
1		2		12		2		0		40		6
1		1		6		4		0		185		6
1		2		9		3		0		185		6
4		2		14		10		0		175		6
2		1		12		4		0		40		6
2		1		12		4		0		40		6
4		1		12		4		0		40		6
3		1		12		4		0		40		6
5		1		13		4		0		40		6
3		1		13		3		0		40		6
4		2		16		4		0		40		6
2		1		12		4		0		40		6
3		1		12		4		0		40		6
2		1		12		4		0		40		6
3		3		14		4		0		40		6
2		1		11		6		1		80		6
